time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h)
2021-07-10,63,26.2,31.2,91,9.6
2021-07-11,63,26.5,31.3,89,11.3
2021-07-12,63,28.1,33.8,83,7.6
2021-07-13,63,28.2,34.6,85,4.5
2021-07-14,63,27.8,33.9,86,5.0
2021-07-15,61,26.7,32.1,87,6.8
2021-07-16,63,27.3,32.7,85,7.6
2021-07-17,63,27.8,33.2,83,9.2
2021-07-18,61,27.8,32.2,81,11.7
2021-07-19,53,27.4,32.0,82,10.4
2021-07-20,61,27.6,31.8,83,14.7
2021-07-21,53,27.9,32.3,82,13.7
2021-07-22,61,28.3,32.8,81,13.2
2021-07-23,53,27.9,33.1,84,10.4
2021-07-24,61,27.3,32.8,88,8.9
2021-07-25,53,27.0,32.3,88,9.5
2021-07-26,53,28.0,32.7,82,12.1
2021-07-27,63,27.9,32.8,83,11.4
2021-07-28,65,28.3,33.4,82,11.0
2021-07-29,55,28.2,33.3,81,11.0
2021-07-30,63,28.5,33.6,81,11.6
2021-07-31,63,28.4,33.3,80,11.2
2021-08-01,63,28.6,33.1,77,11.8
2021-08-02,51,28.3,32.8,77,11.3
2021-08-03,63,28.2,32.8,79,11.2
2021-08-04,61,28.0,32.8,80,10.5
2021-08-05,61,28.1,32.9,80,10.7
2021-08-06,61,28.1,33.1,81,9.8
2021-08-07,61,28.5,33.6,79,9.9
2021-08-08,53,28.6,33.7,79,10.6
2021-08-09,55,28.9,34.1,78,10.9
2021-08-10,55,29.3,34.4,76,11.4
2021-08-11,63,28.5,33.8,83,10.9
2021-08-12,63,28.1,33.1,84,12.4
2021-08-13,63,28.1,33.1,82,10.3
2021-08-14,55,27.5,32.3,83,10.5
2021-08-15,53,27.0,31.6,87,12.8
2021-08-16,55,26.9,31.7,85,10.4
2021-08-17,51,28.4,34.6,81,5.0
2021-08-18,3,29.2,34.6,75,7.9
2021-08-19,61,28.8,34.0,76,7.5
2021-08-20,61,29.1,35.2,79,5.9
2021-08-21,61,28.4,34.1,82,7.8
2021-08-22,63,28.2,34.0,83,7.8
2021-08-23,63,28.5,33.6,79,10.6
2021-08-24,63,28.3,33.4,80,9.8
